,Outlet,String,Label,R.E.1,R.E.2,R.E.3,R.E.4,R.E.5,R.E.tag,TagLabel
661,44,"yu.edu/cs/dept_info/course_home_pages/fall96/G221.2110/PL/handout2.html""> Survey of ",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyoooooooooooooooooooooooooooooo
662,147,"<dd>Office Hours: M.,W.,F. 11:00-11:45 a.m. and 1:20-1:55 p.m. </dd><br><h1><font ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
663,393,"6:36 GMTLast-modified: Wednesday, 11-Sep-96 17:42:45 GMTContent-length: 1621Conten",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
664,384,"ape-Commerce/1.12Date: Wednesday, 20-Nov-96 22:45:41 GMTLast-modified: Friday, 22-",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
665,114,"ithms<br><font size=+1>Spring 96: Tu/Th, 1:15 - 2:30 (Gates 100)</font><hr> </h1><",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
666,409,"WA1><a href=""http://www.cs.princeton.edu/"">CS</a> 333 Advanced Programming Techniqu",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyoooooooooooooooooooooooooooooo
667,513,"Assignment #1 (Lexical Analysis)</a>     (due Sep 21)<li> <!WA4><a href=""http://ww",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
668,254,"<a href=""http://www.cs.byu.edu/courses/cs345.ivie/345sche.html"">Class Schedule - Fa",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooo
669,362,"ffice Hours: Tuesday 10:00am-11:00am, Wednesday 2:00pm-3:00pm <P><DT> Lecture<DD> ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
670,79,AFTER THIS</B>)<B><LI>Apr 23 - Final Exam 7:00-10:00</B> </UL></BODY></HTML>,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
671,100,"i>    </ul>    <h2>Menu</h2>    <ul>      <li><!WA12><a href=""http://pine.cs.yale.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
672,430,"F=""http://www.cs.tamu.edu/course-info/cpsc210/fall96/jackson/Syllabus/#EXAMS"" TARG",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo
673,209,"ng</h3>  Homework makes up 60% of the grade, with 15% left to the midterm andfinal",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
674,335,<li>Algorithm Studies<ul><li>Elementary <b>MQ 157-177</b><li>Matrix multiplication ,0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
675,374,"<A HREF=""http://www.cs.nwu.edu/academics/courses/a10/sample-exams/exams.html"">samp",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyoooooooooooooooooooooooooooooo
676,573,"c_info/www/lectures/10-24/talk/talk.html"">October 24 lecture</A> <BR> <UL> <LI> <!",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
677,31, 23 24 25 26 27 28   20 21 22 23 24 25 2625 26 27 28 29 30 31   29 30             ,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
678,548,"ver: NCSA/1.5.1Last-modified: Tue, 03 Sep 1996 21:12:11 GMTContent-type: text/html",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
679,452,<p>Mr. Huican Zhu (Discussion Session W 11:00am - 11:50am)<DT> Office: Building (t,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
680,111,"a/winwin.html"">WinWin Grading Criteria</A><LI><!WA13><A HREF=""http://sunset.usc.ed",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
681,343,"s/a201/clake@indiana.edu"">online</A>.<P><HR WIDTH=70%><P><H2><A NAME=""misc"">Miscel",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
682,332,"1><a href=""http://www.cs.hmc.edu/~hodas/courses/cs131/lecture0512996_485.html"">Lect",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
683,29,>    <td align=center>30</td>    <td align=center>25 Apr 96</td>    <td align=cent,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
684,496,"ization and Assembly Language Programming (22C:18/108)</b><BR><b>3405 EB, 10:30 am ",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyoooooooooooooooooooooooooooooo
685,334,"info/neural.html"">Neural Net Resources</a><LI><!WA57><a href=""http://msia02.msi.se",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
686,297,"ndergrad/cs_23.html"">23</A>, and Mathematics 8 or 13. Computer Science <!WA2><A HR",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
687,452," <p>***************************October 28, 1996   15:30 pm************************",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
688,354,"1/Homework/hw6sol.html"">Solutions</A> <P> Due <!WA40><A HREF=""http://www.cs.indian",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
689,304,"s.dartmouth.edu/images/Dtree.gif"" WIDTH=34 HEIGHT=39> <!WA5><A HREF=""http://www.cs",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
690,418,"<td>Tu Sep 17</td><td>Signals</td><td>Stevens, Ch 10</td></tr><tr><td>Th Sep 19</t",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
691,593,other helpful documents. </p><p> Computer Science 50 is the first course in the Co,1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooyyyyyyyyyyyyyyyyyyyoooooooooooooooooooooooooooooo
692,575,"I> <!WA13><A href=""http://www.cse.nd.edu/~esha/cse341/handout/ass4.ps""> Programming",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
693,227,"Date: Wed, 20 Nov 1996 21:44:33 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
694,44,"e_pages/fall96/G221.2110/PL/L13/L13.html"">Lecture 13</a> [	<!WA51><a HREF=""http://",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooyyyyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
695,581,"ttp://www.deas.harvard.edu/cs/academics/courses/cs121/admin.html#prereq"">Prerequisi",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
696,7,"Date: Tuesday, 26-Nov-96 19:07:50 GMTServer: NCSA/1.3MIME-ve",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
697,180,"c5-draw_area.ps"">DrawingArea Widgets</a> <li> <!WA15><a href=""http://www.cis.upenn",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
698,554,"UL><LI> 1.1(b) 53%, (c) 95%, (d) 1.8%<LI> 1.13(b) 80 million, (c) 1.1, (d) 7.3, (e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
699,94,"I><!WA1><A href=""http://osm7.cs.byu.edu/CS452/m1.s96.ps"">Midterm 1 - Spring 1996</",1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyooo,ooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooo
700,529,"<B>Late policy:</B>  All assignments are due by 5:00pm of thestated due date, thou",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
701,479,rver: NCSA/1.5Content-type: text/html<HEAD><TITLE>22C:297 Home Page --- Fall 1996<,1,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyoo,ooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooo
702,49,"ied: Sun, 28 Apr 1996 14:49:51 GMTContent-length: 1451<TITLE>Fundamental Algorithms ",0,1,0,0,0,1,oooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
703,599,/A>                          </TH>     <TH> Sept. 20                             <,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
704,259,"/courses/cs575/assets/images/dot_clear.gif"" WIDTH=80 HEIGHT=1 BORDER=0></TD>	<TD C",1,0,0,1,0,1,oooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
705,256," is<!WA8><A HREF=""http://www.cs.byu.edu/courses/cs455/images.html""> here.</A><BR>  ",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
706,240,"s been adapted from one prepared by Professor <!WA12><A href =""http://www.cs.bu.ed",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
707,167,"ges.<P><HR><P><DT>LECTURES<DD>Nichols 127, MWF 10:30-11:20 am<P><HR><P><DT>INSTRUC",0,1,0,0,0,1,ooooooooooooooooooooooooooooooyyyyyyyyyyyooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
708,250,"ts</A><LI><!WA22><A HREF=""news:byu.class.cs235"">CS235 News Group</A><LI><!WA23><A H",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyooyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooo
709,142,"mples/"">Code</A>(all of it) from the text <DT><!WA79><IMG SRC=""http://www.cse.nd.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
710,78,"r Devices Propagation Delay 	 Ch. 2 &3<p><a name=""867461""></a>8 	  	 Very High Speed",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
711,233,"A2><A href=""http://www.cs.bu.edu/faculty/snyder/cs101/announcements.html"">Announcem",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
712,594,"nonical.out"">		canonical.out</a>    </ul><li> <!WA39><a href = ""http://fas-www.har",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
713,101,<!WA44><A HREF=http://remus.rutgers.edu/~yurtim/cs110/lecture.html>Lecture Topics</,1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
714,466,"HREF=""http://www.cs.uidaho.edu/~frincke/classes/cs470/UserGuideBinProlog.html"">HTML",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
715,378,n</td></tr><tr><td>16702</td><td>H</td><td>4:00-4:50</td><td>THAW 102</td><td>Reci,0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
716,581, the yard next to Widener.<p><li>Fri Sep 20 15:15:00 1996:<strong>Regular Sections,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
717,428,"-8:35 p.m., EN-B120. <li> Section 2: Wednesday, 9:10--10:05 p.m., EN-B120. Please ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
718,180,"><li> <!WA1><a href=""http://www.cis.upenn.edu/~cse180/syllabus.ps"">Syllabus</a><li>",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
719,518,"<!WA8><img src=""http://www.cs.unc.edu/~stotts/COMP145/pix/bean.gif"" align=left><fon",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooo
720,334,".hut.fi/nnrc/teuvo.html"">Teuvo Kohonen</a><li><!WA64><a href=""http://www.cse.ogi.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
721,573,"</UL>  <UL> <LI> Preece, Chapter 7<BR>  <LI> [<!WA31><A HREF=""#Norman87"">Norman198",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
722,438,"resent.html""> html</A>   <li> gallery         <!WA15><A HREF=""http://www.cs.tamu.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
723,363,"p://www.indiana.edu/copyright.html"">Copyright</A> 1995,The Trustees of<!WA85><a href",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
724,9,"VirtualLibrary</A> at Reading University.<LI> <!WA17><A HREF=""http://www.cs.cmu.ed",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
725,195,"type: text/htmlLast-modified: Wed, 08 Jan 1997 18:03:16 GMTContent-length: 2365<Ht",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
726,492,"58><A HREF=""http://www.cs.uiowa.edu/~sriram/16fall96/exam2/exam2_announcement.html",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
727,546,"ass Notes</FONT></B></A>      </TD>      <TD>	<!WA22><A HREF=""http://www.cs.usask.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
728,144,"20><a href=""news:nd.courses.cse331"">nd.courses.cse331</a><li><!WA21><a href=""news:c",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooo
729,181,40 - Introduction to Computer Architecture - Fall 1996</H2><! ----------------------,0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
730,525,".uoregon.edu""> aroy@cs.uoregon.edu</A></i><br><!WA44><img src=""http://www.cs.uoreg",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
731,189,"edu/~lee/cse480/480/hw1.ps"">Homework 1</A><LI><!WA21><A HREF=""http://www.cis.upenn",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
732,30,"scape-Enterprise/2.0aDate: Tue, 26 Nov 1996 18:39:17 GMTAccept-ranges: bytesLast-m",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
733,565,"CSU Computer Science Department"" WIDTH=502 HEIGHT=80 BORDER=0 ISMAP></A><BR></TD><",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
734,363,".html"">Word-sense disambiguation</a><LI>Th<br><!WA50><a href=""http://www.cs.indian",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
735,482,"assignment.html""> follow this link </A><HR><P><!WA24><IMG SRC=""http://www.cs.uiowa",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
736,333,"ef=""http://www.cs.hmc.edu/~hodas/courses/cs5/week_01/lecture/lecture.html"">Lecture",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooyyyoooooooooooooooooooooooooooooooooooooo
737,68,"ttp://krafty.com/cmps131"">         J. Kraft's CMPS131 Homepage </A><LI><!WA9><A HRE",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
